task_id,mcp_ids
3008,"[632, 4756, 1791, 2972, 266, 665, 667, 5279, 5380, 420, 2372, 4143]"
3009,"[4320, 4319, 42, 1060, 2391, 3066, 3763, 1231, 2785, 2856, 4523]"
3010,"[632, 4756, 1791, 2972, 266, 665, 667, 5279, 5380, 420, 1711, 3658, 3249, 4758, 4946]"
3011,"[146, 204, 245, 251, 272, 394, 439, 457, 535, 583, 4143]"
3012,"[1754, 1755, 657, 775, 975, 1011, 1078, 1563, 1698, 2094, 214, 5049]"
3013,"[278, 596, 749, 882, 1253, 1489, 1745, 1746, 1826, 2046, 3616, 559, 4349, 3100, 5312]"
3014,"[657, 1855, 1867, 580, 5354, 5396, 198, 714, 583, 2657]"
3015,"[4227, 4230, 4709, 3246, 4475, 3186, 3258, 4655, 1, 2, 848, 3703, 4523]"
3016,"[4164, 278, 596, 749, 882, 1253, 1489, 1745, 1746, 1826, 1011, 1563]"
3017,"[5074, 1, 2, 4, 7, 9, 10, 11, 14, 15]"
3018,"[2963, 4253, 4942, 5524, 5029, 2518, 4750, 79, 94, 144]"
3019,"[1236, 2247, 3346, 4309, 5220, 130, 475, 712, 1421, 1711, 4433]"
3020,"[742, 59, 741, 743, 254, 577, 716, 1018, 1853, 1854]"
3021,"[1754, 1755, 775, 975, 1011, 1078, 1563, 1698, 2094, 3132, 214, 1362, 1711, 5180]"
3022,"[420, 428, 429, 434, 453, 615, 875, 876, 886, 1067, 665, 5380]"
3023,"[4227, 4230, 4709, 3246, 4475, 3186, 3258, 4655, 714, 5615, 2468, 2050, 2973, 961, 392, 3658, 4638, 361]"
3024,"[199, 1764, 2304, 65, 1209, 2507, 3532, 5041, 1342, 2365, 2712]"
3025,"[59, 741, 742, 743, 1802, 423, 3204, 3945, 3703, 747, 613]"
3026,"[4112, 45, 336, 343, 592, 742, 1018, 1701, 1945, 1947]"
3027,"[848, 4253, 4942, 5524, 5122, 343, 79, 94, 144, 186]"
3028,"[1236, 2247, 3346, 4309, 5220, 130, 475, 712, 1421, 1711, 4273]"
3029,"[4227, 4230, 4709, 3246, 4475, 3186, 3258, 4655, 4024, 4805, 5049]"
3030,"[1866, 3279, 3886, 4942, 5524, 995, 1865, 2164, 4769, 1196, 5359]"
3031,"[428, 429, 434, 453, 615, 875, 876, 886, 1067, 1205, 1711, 3658]"
3032,"[2963, 5029, 726, 2854, 3768, 3883, 79, 94, 144, 186]"
3033,"[726, 2854, 3768, 3883, 186, 205, 339, 343, 344, 356, 2963]"
3034,"[1, 2, 4, 7, 9, 10, 11, 14, 15, 23, 657]"
3035,"[4164, 4, 7, 9, 10, 11, 14, 15, 23, 24]"
3036,"[4112, 254, 577, 716, 1018, 1853, 1854, 2220, 2257, 2999, 4627, 4523, 2389]"
3037,"[4112, 23, 24, 26, 29, 31, 41, 43, 44, 46]"
3038,"[4319, 4320, 205, 339, 344, 567, 726, 830, 1109, 1201, 1363, 31]"
3039,"[5074, 146, 204, 245, 251, 272, 394, 439, 457, 535]"
3040,"[20, 21, 24, 26, 29, 31, 34, 35, 36, 37, 5145]"
3041,"[146, 204, 245, 251, 272, 394, 439, 457, 535, 583, 2050, 1236, 4638, 463]"
3042,"[477, 1158, 5010, 361, 392, 2050, 2468, 2973, 4638, 4979, 3397, 2822]"
3043,"[6, 8, 64, 70, 87, 124, 127, 128, 132, 159, 4263, 4834, 729]"
3044,"[756, 4492, 1698, 2094, 3132, 3467, 4718, 4779, 5359, 61, 2976]"
3045,"[848, 5122, 205, 339, 344, 356, 361, 392, 559, 561]"
3046,"[1596, 356, 361, 392, 559, 561, 567, 598, 683, 684, 2963]"
3047,"[199, 1764, 2304, 65, 1209, 2507, 3532, 5041, 722, 1884]"
3048,"[1866, 3279, 3886, 995, 1865, 2164, 4769, 1596, 559, 561]"
3049,"[5, 13, 16, 17, 19, 21, 22, 25, 27, 30, 825, 2883, 2046, 3663]"
3050,"[1866, 3279, 3886, 995, 1865, 2164, 4769, 567, 683, 738]"
3051,"[477, 1158, 5010, 2468, 2973, 4638, 4979, 2050, 3446, 5314, 327, 4838, 4835, 3658, 1937]"
3052,"[61, 103, 263, 402, 407, 410, 411, 631, 676, 817, 657]"
3053,"[1754, 1755, 3132, 3467, 4718, 4779, 5359, 6, 8, 64, 2004, 5203, 127, 2389, 214, 4997, 593, 4626]"
3054,"[5133, 1423, 1537, 2287, 2822, 3397, 254, 577, 716, 1853, 3588, 3886, 3279, 4946, 4943]"
3055,"[5074, 6, 8, 64, 70, 87, 124, 127, 128, 132, 4988]"
3056,"[428, 429, 434, 453, 615, 875, 876, 886, 1067, 1205, 5032, 4196, 5279, 2372]"
3057,"[5148, 1145, 3154, 1600, 3991, 4357, 3100, 427, 2452, 1165, 5047]"
3058,"[1596, 598, 683, 684, 738, 830, 867, 1109, 1156, 1194, 2963]"
3059,"[3467, 4718, 5359, 1239, 4777, 1946, 3798, 2270, 1906, 4913, 5275, 214]"
3060,"[70, 87, 124, 127, 128, 132, 159, 206, 227, 233, 657]"
3061,"[199, 1764, 2304, 65, 1209, 2507, 3532, 5041, 45, 336, 5120, 5047]"
3062,"[1013, 833, 4660, 3695, 5285, 440, 1597, 2850, 2057, 2563, 5049, 2147]"
3063,"[1854, 2220, 2257, 2999, 3153, 3412, 4139, 4597, 4602, 4707, 1711]"
3064,"[848, 5122, 2518, 4750, 598, 684, 738, 830, 867, 1109]"
3065,"[1236, 2247, 3346, 4309, 5220, 130, 475, 712, 1421, 1711, 5425]"
3066,"[2046, 2095, 2231, 2518, 2620, 2757, 2770, 3192, 3310, 3654, 5049, 1011, 5359]"
3067,"[4164, 159, 206, 227, 233, 234, 273, 293, 295, 332, 5032, 4196]"
3068,"[3161, 2121, 4556, 5362, 2109, 5121, 260, 4951, 1363, 2217, 1711, 2840]"
3069,"[600, 772, 857, 871, 881, 884, 942, 997, 1068, 1117, 2712, 825]"
3070,"[206, 227, 233, 234, 273, 293, 295, 332, 393, 396, 3100]"
3071,"[756, 4492, 2095, 2231, 2620, 2757, 2770, 3192, 3310, 3654, 560]"
3072,"[2362, 2840, 3602, 4150, 4433, 4555, 4852, 5152, 4273, 456, 3360]"
3073,"[1205, 1364, 1631, 1664, 1690, 1771, 1901, 2147, 2193, 2372, 1711, 3658, 4758]"
3074,"[1196, 1599, 1761, 3507, 4232, 4501, 4512, 4661, 4988, 4997, 3886, 1866, 192, 4192]"
3075,"[1201, 1590, 1640, 1900, 1927, 1966, 2327, 2367, 2497, 2889, 5122]"
3076,"[477, 1158, 5010, 2050, 2468, 2973, 4638, 4979, 3446, 5314, 848]"
3077,"[1364, 1631, 1664, 1690, 1771, 1901, 2147, 2193, 2372, 2432, 1711]"
3078,"[2095, 2231, 2620, 2757, 2770, 3192, 3310, 3654, 3782, 3906, 657]"
3079,"[3782, 3906, 4273, 4750, 4931, 5005, 5234, 5235, 5237, 4515, 79, 5023]"
3080,"[2362, 2840, 3602, 4150, 4433, 4555, 4852, 5152, 456, 551, 3360]"
3081,"[867, 1156, 1194, 1196, 1201, 1284, 1433, 1546, 1590, 1593, 5122]"
3082,"[26, 29, 31, 41, 43, 44, 46, 52, 53, 55, 4112]"
3083,"[61, 103, 263, 402, 407, 410, 411, 631, 676, 817, 4627]"
3084,"[1156, 1194, 1284, 1433, 1546, 1590, 1593, 1599, 1621, 1640, 4320]"
3085,"[1364, 1664, 1690, 1771, 1901, 2147, 2193, 2372, 2432, 3183, 665, 5380, 266, 4756]"
3086,"[5133, 1423, 1537, 2287, 2822, 3397, 2675, 2834, 4013, 2035]"
3087,"[2432, 3183, 3658, 3709, 3964, 4018, 4127, 4210, 4373, 4438, 665, 5380, 266]"
3088,"[45, 336, 592, 1701, 1945, 1947, 2059, 2338, 2601, 2994, 5074]"
3089,"[103, 263, 402, 407, 410, 411, 631, 676, 817, 930, 4164]"
3090,"[234, 273, 293, 295, 332, 393, 396, 442, 458, 474, 4988]"
3091,"[5133, 1537, 2822, 3397, 1423, 2287, 5, 13, 16, 17]"
3092,"[1284, 1433, 1546, 1593, 1599, 1621, 1640, 1761, 1830, 1900, 4320]"
3093,"[1761, 3507, 4232, 4501, 4512, 4661, 4988, 4997, 5080, 1621, 3886]"
3094,"[1830, 1900, 1927, 1966, 2029, 2092, 2130, 2327, 2367, 2497, 2963]"
3095,"[5, 13, 16, 17, 19, 21, 22, 25, 27, 30, 657]"
3096,"[2362, 2840, 3602, 4150, 4433, 4555, 4852, 5152, 456, 551, 5145, 1711, 3360]"
3097,"[347, 1727, 5097, 231, 4504, 4412, 3023, 2727, 4811, 5533, 1236, 2883, 2050, 1711, 828, 797]"
3098,"[19, 22, 25, 27, 30, 32, 33, 34, 35, 36, 5074]"
3099,"[4209, 2257, 2097, 4477, 2352, 1218, 2842, 5148, 4798, 4959, 5074]"
3100,"[59, 741, 743, 32, 33, 34, 35, 36, 37, 40]"
3101,"[3446, 5314, 1752, 3633, 762, 1683, 2354, 2878, 939, 4441, 394, 1011, 5359]"
3102,"[1966, 2327, 2367, 2497, 2712, 2769, 2854, 2889, 2935, 3185, 5122, 2883, 3663]"
3103,"[393, 396, 442, 458, 474, 505, 521, 582, 595, 651, 4601, 4523, 1011]"
3104,"[442, 458, 474, 505, 521, 582, 595, 651, 701, 729, 4164]"
3105,"[3812, 2156, 5634, 2292, 4133, 490, 1358, 4503, 1368, 5566, 743, 5295, 4798, 742, 59, 741]"
3106,"[3782, 3906, 4273, 4931, 5005, 5234, 5235, 5237, 651, 294, 5074]"
3107,"[930, 939, 1101, 1151, 1250, 1534, 2045, 2219, 2302, 2337, 5032, 4196, 199]"
3108,"[1830, 1927, 2029, 2092, 2130, 2545, 2712, 2744, 2769, 2889, 4320]"
3109,"[505, 521, 582, 595, 701, 729, 764, 765, 843, 845, 657]"
3110,"[930, 939, 1101, 1151, 1250, 1534, 2045, 2219, 2302, 2337, 4143]"
3111,"[551, 552, 810, 873, 1198, 1402, 2127, 2270, 3706, 3930, 1236]"
3112,"[592, 1701, 1945, 1947, 2059, 2338, 2601, 2994, 3079, 4561, 657]"
3113,"[20, 37, 38, 40, 43, 44, 46, 47, 49, 52, 4112]"
3114,"[2712, 2769, 2935, 3185, 3296, 3314, 3406, 3424, 3585, 3588, 3886, 1866]"
3115,"[2029, 2092, 2130, 2545, 2744, 2935, 3185, 3275, 3296, 3314, 5122]"
3116,"[4931, 5005, 5234, 5235, 5237, 3623, 5449, 208, 1614, 4237, 3397, 2822]"
3117,"[2545, 2744, 3275, 3296, 3314, 3325, 3406, 3419, 3424, 3443, 5122]"
3118,"[4265, 5212, 517, 2484, 4348, 5193, 5158, 3789, 4048, 5022, 743, 742, 559, 59, 741, 5120]"
3119,"[2220, 2999, 3153, 3412, 4139, 4597, 4602, 4707, 4813, 4941, 2335, 848, 2524, 3510, 3580, 2329, 5528, 1854]"
3120,"[3275, 3325, 3406, 3419, 3424, 3443, 3507, 3585, 3588, 3610, 4320]"
3121,"[552, 620, 662, 804, 810, 873, 987, 1198, 1402, 1897, 3602]"
3122,"[32, 33, 40, 48, 50, 51, 54, 56, 58, 60, 5074, 4638, 2147]"
3123,"[4939, 999, 5182, 3044, 2108, 4590, 4010, 4478, 2318, 1874, 1065, 2386]"
3124,"[1101, 1151, 1250, 1534, 2045, 2219, 2302, 2420, 2462, 2600, 4718, 1011, 4676, 5359]"
3125,"[701, 729, 764, 765, 843, 845, 854, 872, 896, 898, 2369, 2389, 3698, 1640, 392]"
3126,"[3325, 3419, 3443, 3585, 3588, 3610, 3641, 3642, 3694, 3768, 2963]"
3127,"[2059, 2338, 2601, 2994, 3079, 4561, 4828, 5057, 2065, 2213, 4523, 199, 65]"
3128,"[764, 765, 843, 845, 854, 872, 896, 898, 954, 966, 1622, 192, 1547, 1087]"
3129,"[347, 610, 4143, 3966, 5475, 1417, 3862, 4334, 3772, 1902, 5032, 4196, 1065]"
3130,"[5096, 1219, 5516, 2703, 3103, 584, 1254, 1856, 4899, 4024, 192, 3654, 2565]"
3131,"[3469, 4652, 5251, 1379, 1912, 2470, 3102, 3717, 2956, 4539, 4988, 848, 3397, 2822, 4245, 3886, 1423]"
3132,"[4694, 4159, 3053, 5518, 4359, 4216, 501, 4853, 4386, 3518, 1711, 214]"
3133,"[3079, 4561, 4828, 5057, 2305, 5048, 1932, 834, 3142, 2626, 2601, 2345]"
3134,"[600, 772, 857, 871, 881, 884, 942, 997, 1068, 1117, 5359]"
3135,"[2619, 375, 4648, 4595, 322, 4350, 1712, 3508, 3691, 4105, 5074, 5275, 848]"
3136,"[3610, 3641, 3642, 3694, 3771, 3777, 3875, 3883, 4023, 4143, 5122]"
3137,"[4828, 5057, 967, 2727, 1940, 4250, 5146, 1048, 4012, 2512, 4543, 5312]"
3138,"[600, 772, 857, 871, 881, 884, 942, 997, 1068, 1117, 825, 392, 361, 2883, 2391, 2468, 2764, 2856]"
3139,"[2420, 2462, 2600, 2810, 2853, 2954, 3104, 3114, 3152, 3315, 199, 65, 1764, 1209, 2507, 5041, 3532, 2304]"
3140,"[4811, 4919, 1417, 3170, 1676, 877, 353, 3898, 5262, 3909, 743, 742, 59, 741]"
3141,"[48, 50, 51, 54, 56, 58, 60, 62, 66, 67, 2976, 2973, 392, 361, 5032, 4196]"
3142,"[3153, 3412, 4139, 4597, 4602, 4707, 4813, 4941, 4943, 4944, 2976]"
3143,"[38, 47, 49, 52, 53, 55, 57, 58, 62, 67, 5120]"
3144,"[854, 872, 896, 898, 954, 966, 978, 983, 1017, 1086, 2004, 4164]"
3145,"[3183, 3658, 3709, 3964, 4018, 4127, 4210, 4373, 4438, 4757, 1711, 5279]"
3146,"[3683, 3547, 4063, 512, 3817, 2181, 4280, 3770, 945, 2796, 4601]"
3147,"[2420, 2462, 2600, 2810, 2853, 2954, 3104, 3114, 3152, 3315, 4523]"
3148,"[513, 4864, 3479, 277, 2663, 5061, 3869, 4402, 2708, 4960, 743, 742, 59, 741]"
3149,"[4813, 4941, 4943, 4944, 4945, 4946, 5319, 5528, 5529, 5635, 1927, 4638, 5023, 5244, 4709, 79]"
3150,"[48, 50, 51, 54, 56, 60, 62, 66, 67, 69, 3397, 2822]"
3151,"[66, 69, 71, 72, 75, 76, 78, 80, 81, 82, 560, 5312, 756, 392, 361]"
3152,"[41, 53, 55, 57, 68, 73, 80, 84, 86, 88, 2147, 4523]"
3153,"[2810, 2853, 2954, 3104, 3114, 3152, 3315, 3439, 3460, 3473, 2883, 79, 3663]"
3154,"[4943, 4944, 4945, 4946, 5319, 5528, 5529, 5635, 1135, 5044, 5049, 2143]"
3155,"[3641, 3642, 3694, 3771, 3777, 3875, 4023, 4143, 4189, 4196, 4320]"
3156,"[552, 620, 662, 804, 810, 873, 987, 1198, 1402, 1897, 1236]"
3157,"[3771, 3777, 3875, 4023, 4189, 4196, 4198, 4200, 4232, 4322, 2963]"
3158,"[57, 68, 73, 80, 84, 86, 88, 89, 90, 91, 4164, 1363, 4523, 1236]"
3159,"[4189, 4196, 4198, 4200, 4322, 4324, 4325, 4328, 4329, 4494, 848, 2963]"
3160,"[69, 71, 72, 75, 76, 78, 81, 82, 83, 91, 3663, 5047, 3100]"
3161,"[4166, 4869, 177, 5409, 3784, 2298, 5030, 3704, 1410, 1130, 1073]"
3162,"[4198, 4200, 4322, 4325, 4328, 4329, 4501, 4512, 4661, 4988, 3886]"
3163,"[71, 72, 75, 76, 78, 81, 82, 83, 91, 93, 3397, 2822, 3663, 1236, 475, 1537, 3922, 2883]"
3164,"[376, 4857, 3577, 2608, 1795, 5263, 4043, 3954, 4382, 5303, 1711]"
3165,"[5105, 5585, 5190, 836, 1836, 2671, 2419, 1174, 2378, 1002, 1711, 214, 2840]"
3166,"[68, 73, 84, 86, 88, 89, 90, 92, 95, 96, 5032, 4196]"
3167,"[4945, 4946, 5319, 5528, 5529, 5635, 2011, 5043, 279, 5364, 4943, 5425, 4256]"
3168,"[2216, 1174, 4282, 982, 1606, 4109, 4163, 2386, 4155, 5442, 1236, 4523, 392, 2870, 2389, 361]"
3169,"[3439, 3460, 3473, 3511, 3640, 3650, 3651, 3697, 3705, 3785, 4143, 4523]"
3170,"[4324, 4325, 4328, 4329, 4494, 4542, 4594, 4596, 4631, 4768, 4320]"
3171,"[38, 47, 49, 77, 83, 85, 89, 90, 95, 96, 4492, 756, 392, 2389, 361]"
3172,"[77, 85, 95, 96, 98, 99, 100, 101, 102, 104, 743]"
3173,"[620, 662, 804, 987, 1897, 1953, 2048, 2127, 2270, 2278, 4433]"
3174,"[3439, 3460, 3473, 3511, 3640, 3650, 3651, 3697, 3705, 3785, 1711, 214, 2840]"
3175,"[4805, 4901, 911, 3161, 4659, 4025, 903, 814, 792, 3807, 5032, 4196]"
3176,"[1953, 2048, 2127, 2278, 3360, 3706, 3930, 3938, 4017, 4386, 4273, 1711, 3602]"
3177,"[4324, 4494, 4542, 4594, 4596, 4631, 4768, 4982, 4997, 5032, 3886]"
3178,"[4542, 4594, 4596, 4631, 4768, 4982, 5032, 5080, 5180, 5182, 5122]"
3179,"[4995, 3798, 5389, 962, 412, 5478, 3636, 2437, 4279, 150, 825, 2883, 2257, 2046]"
3180,"[5032, 5182, 5195, 5336, 5530, 4982, 5080, 5180, 5551, 77, 3886, 1866, 1065]"
3181,"[93, 97, 98, 100, 104, 105, 106, 107, 111, 112, 4523, 2389, 5032, 4196]"
3182,"[1768, 3814, 2844, 4816, 1452, 1595, 3133, 1365, 4421, 5275, 3397, 2822, 5295, 4798]"
3183,"[4584, 4612, 4540, 3780, 5020, 1006, 4649, 3793, 3162, 4098, 4143]"
3184,"[93, 97, 98, 100, 104, 105, 106, 107, 111, 112, 4112]"
3185,"[1348, 5546, 2837, 313, 180, 4445, 1297, 4704, 4446, 1368, 3397, 2822]"
3186,"[97, 105, 106, 107, 111, 112, 113, 115, 118, 119, 2389, 1546, 4143, 5219, 4982, 979, 3235]"
3187,"[954, 966, 978, 983, 1017, 1086, 1087, 1099, 1103, 1124, 743, 742, 59, 741]"
3188,"[978, 983, 1017, 1086, 1087, 1099, 1103, 1124, 1129, 1147, 657, 5049]"
3189,"[1087, 1099, 1103, 1124, 1129, 1147, 1162, 1190, 1208, 1259, 2255, 3174, 4049, 167, 1073]"
3190,"[2631, 4073, 5062, 4349, 2804, 5053, 3657, 3061, 1382, 1269, 3397, 2822]"
3191,"[85, 99, 101, 102, 108, 110, 114, 116, 117, 118, 1065]"
3192,"[860, 599, 2449, 1129, 2904, 1043, 1797, 3438, 3896, 2875, 5010, 1158, 758, 1115, 2491, 394, 1640, 2868]"
3193,"[92, 99, 101, 102, 114, 116, 117, 118, 121, 122, 4121, 5312]"
3194,"[3700, 3381, 5333, 4352, 5505, 1183, 4745, 1326, 4680, 1009, 657]"
3195,"[108, 110, 114, 116, 117, 121, 122, 123, 125, 129, 4143, 199, 65]"
3196,"[113, 115, 119, 125, 126, 133, 134, 135, 136, 137, 797, 5487]"
3197,"[3382, 546, 3240, 4532, 1675, 4307, 3308, 2086, 531, 993, 192, 4192]"
3198,"[3511, 3640, 3650, 3651, 3697, 3705, 3785, 3812, 3813, 3892, 4523, 4164]"
3199,"[113, 115, 119, 125, 126, 133, 134, 135, 136, 137, 4143]"
3200,"[5195, 5336, 5530, 5180, 5551, 108, 110, 121, 122, 123, 5122]"
3201,"[855, 1119, 1736, 1930, 2284, 2726, 3766, 5403, 5417, 120, 107]"
3202,"[249, 652, 839, 986, 1138, 1496, 2296, 2805, 2826, 3155, 3982]"
3203,"[1298, 4755, 5582, 5591, 5592, 473, 581, 894, 1355, 2242, 1813, 5234, 5373, 5081, 597]"
3204,"[2767, 3355, 4122, 5106, 349, 351, 652, 787, 1064, 1380, 5472, 4941]"
3205,"[4924, 4993, 1551, 1876, 2526, 3857, 3912, 4270, 4370, 4755, 4967, 324]"
3206,"[839, 249, 652, 785, 813, 986, 1210, 1380, 1930, 1944, 107, 3180]"
3207,"[2263, 2809, 4077, 5347, 249, 443, 446, 478, 652, 839, 5638, 5545, 4675, 4572, 4570, 4387, 731, 41]"
3208,"[373, 473, 808, 1301, 1616, 1654, 1767, 1823, 1934, 1999, 1368]"
3209,"[2819, 626, 3169, 3437, 3947, 4362, 4431, 4581, 4877, 4961, 459]"
3210,"[2805, 5402, 285, 289, 349, 713, 1504, 2585, 2726, 2900, 5593, 1824]"
3211,"[1185, 5559, 298, 650, 801, 828, 862, 1210, 1221, 1366, 5422]"
3212,"[2161, 3526, 446, 520, 626, 689, 984, 1529, 1773, 2076, 214]"
3213,"[421, 855, 933, 1064, 2660, 4886, 285, 327, 349, 478, 4402, 3397]"
3214,"[581, 2635, 3612, 652, 823, 839, 907, 1141, 1516, 1725, 4571, 4967]"
3215,"[3931, 349, 120, 351, 478, 520, 560, 576, 694, 728, 214]"
3216,"[4366, 309, 327, 338, 787, 1141, 2284, 2296, 2642, 2826, 1489, 5117]"
3217,"[812, 1330, 2006, 2284, 2585, 2726, 2753, 2805, 3526, 4288, 3375]"
3218,"[4634, 907, 2526, 2809, 2896, 3220, 3445, 4833, 4992, 5104, 1364, 2651]"
3219,"[4068, 4275, 309, 652, 839, 1138, 1344, 1687, 1725, 2038, 15]"
3220,"[778, 1480, 2329, 4577, 4893, 5176, 201, 289, 298, 328, 5041]"
3221,"[3362, 3766, 1480, 2635, 3612, 4392, 5581, 309, 539, 576, 5373, 239]"
3222,"[1616, 1221, 1222, 1223, 2492, 2905, 4300, 5447, 327, 652, 2921, 2278, 2271, 575, 1235, 3777, 2938, 633]"
3223,"[652, 1551, 1876, 3857, 3912, 4370, 4755, 4924, 4993, 5257, 4967]"
3224,"[778, 907, 2284, 2520, 4916, 5563, 280, 285, 289, 297, 301, 3945, 33]"
3225,"[511, 4800, 443, 522, 652, 719, 1127, 1141, 1451, 1498, 3825, 1763]"
3226,"[2896, 3526, 3947, 443, 446, 644, 689, 771, 920, 984, 5592, 2289, 1239, 5583, 4772]"
3227,"[1951, 4924, 4993, 298, 327, 384, 413, 511, 522, 576]"
3228,"[2249, 2526, 3220, 3444, 3928, 5081, 249, 327, 446, 534, 139, 214, 5373]"
3229,"[4535, 4863, 1666, 1890, 2263, 2403, 2774, 2809, 2819, 3134, 1363]"
3230,"[1890, 1982, 2526, 2805, 2896, 3267, 4015, 4022, 4068, 4124, 4095, 2700, 4546, 1692, 4197]"
3231,"[372, 778, 1498, 2819, 2896, 3766, 5347, 443, 511, 576, 5129, 3787, 2711, 5582, 214]"
3232,"[1982, 4015, 4022, 4124, 4366, 338, 372, 443, 777, 778, 3877]"
3233,"[4886, 338, 372, 443, 652, 654, 777, 778, 828, 1138, 5152, 1421]"
3234,"[4569, 289, 372, 443, 581, 777, 778, 907, 2284, 2635, 214]"
3235,"[2819, 249, 372, 443, 446, 728, 777, 778, 828, 861, 4155, 2578, 3409]"
3236,"[3362, 5347, 5564, 338, 372, 443, 576, 614, 652, 654, 214]"
3237,"[249, 446, 861, 1736, 1982, 2809, 2819, 2896, 3534, 4068, 107, 1067, 65, 3943, 3657, 1764, 1209, 2507]"
3238,"[2887, 2896, 4569, 4634, 5026, 5444, 289, 372, 443, 576, 742, 741, 3979, 2304, 1775]"
3239,"[4569, 372, 443, 581, 777, 778, 2284, 2635, 2699, 2819, 3409, 742, 1046]"
3240,"[1982, 4015, 4022, 4124, 4366, 338, 372, 443, 777, 778, 3877, 1202]"
3241,"[855, 1141, 2896, 3905, 3947, 289, 576, 828, 1138, 1962, 2538, 4919, 1208]"
3242,"[4366, 5614, 2358, 4077, 4407, 5562, 5599, 5630, 840, 921, 2041, 4273, 4391]"
3243,"[327, 338, 372, 614, 652, 717, 777, 778, 921, 1119, 613, 961, 128]"
3244,"[317, 652, 1127, 1138, 1451, 2172, 2284, 2296, 2887, 2891, 3982]"
3245,"[2284, 4634, 143, 338, 384, 652, 785, 787, 853, 855, 3547]"
3246,"[3331, 4800, 721, 855, 2161, 3267, 3523, 3801, 4122, 4190, 1018, 4197]"
3247,"[201, 289, 484, 1930, 2926, 3437, 3526, 4465, 4672, 4877, 87, 1616]"
3248,"[327, 4886, 18, 249, 349, 351, 425, 626, 652, 717, 3590, 1365]"
3249,"[581, 1962, 2767, 3947, 4569, 4924, 4993, 5564, 280, 525, 2472, 5081, 5588, 5581, 31, 3200, 5583, 5605]"
3250,"[5559, 249, 283, 298, 309, 446, 604, 650, 771, 789, 2304, 3982, 5189, 4181, 1365, 4718, 1399, 966]"
3251,"[3931, 2284, 2719, 2819, 3526, 3947, 4016, 4469, 4517, 4760, 214]"
3252,"[576, 652, 1127, 1451, 1498, 2169, 2284, 2520, 2526, 2864, 633, 4137, 5614, 4143, 515, 111]"
3253,"[289, 907, 1121, 1995, 2403, 2726, 2887, 3255, 3661, 4965, 2566, 5156, 5425, 4503, 1998]"
3254,"[839, 1725, 3277, 249, 309, 446, 581, 652, 789, 861, 3703]"
3255,"[120, 478, 694, 3040, 5179, 5357, 143, 289, 298, 317, 2278]"
3256,"[446, 839, 1529, 1767, 2037, 2642, 2896, 3198, 3433, 3444, 2430, 4568, 214]"
3257,"[349, 285, 289, 384, 907, 1504, 2520, 2805, 3931, 4016, 5018, 1412, 301, 2357, 33, 3977, 95, 4838]"
3258,"[986, 2248, 2284, 2635, 3304, 3612, 4886, 5204, 120, 249, 214, 1711]"
3259,"[5257, 421, 478, 581, 652, 861, 1210, 1536, 2013, 2237, 4967]"
3260,"[2284, 1138, 1139, 1736, 2486, 2685, 2950, 3040, 3480, 3766, 1446, 4917, 1489, 3158, 1129, 3655]"
3261,"[581, 2526, 2896, 4569, 4831, 5257, 5399, 338, 372, 443, 214, 5373]"
3262,"[2896, 249, 446, 861, 1138, 2560, 2819, 2887, 3255, 4569, 2304, 5529, 2485, 4919, 4283]"
3263,"[2403, 2896, 4569, 249, 309, 372, 443, 446, 777, 778, 2700, 1884, 324]"
3264,"[372, 443, 581, 777, 778, 2284, 2520, 2560, 2699, 2819, 3397, 2822]"
3265,"[372, 373, 443, 777, 778, 839, 1090, 1091, 1311, 1344, 5529, 3118, 3397, 2822, 3409, 1853, 4697]"
3266,"[5257, 372, 2006, 2514, 2526, 2896, 4569, 4634, 4755, 5169, 3397]"
3267,"[2819, 4886, 372, 421, 443, 478, 581, 777, 778, 839, 5152, 1421, 3397]"
3268,"[1498, 372, 576, 778, 2896, 4755, 4924, 4993, 443, 777, 214]"
3269,"[2819, 2959, 5347, 5564, 372, 443, 576, 581, 614, 777, 5032, 4196]"
3270,"[2896, 5399, 5444, 289, 338, 372, 443, 484, 514, 614, 214, 966]"
3271,"[1344, 2896, 4569, 249, 289, 309, 372, 443, 446, 484, 1884, 324, 1263]"
3272,"[3626, 338, 372, 373, 443, 652, 654, 777, 778, 828, 214]"
3273,"[289, 372, 443, 581, 777, 778, 907, 1127, 1434, 1472, 5590, 3642, 1516, 62, 3640, 2389, 214]"
3274,"[4569, 372, 443, 511, 581, 719, 777, 778, 2284, 2403, 742]"
3275,"[372, 1876, 3626, 4569, 4924, 4993, 328, 443, 581, 777, 214]"
3276,"[4569, 372, 443, 581, 777, 778, 823, 2284, 2526, 2699, 214]"
3277,"[1982, 4366, 1736, 1890, 2805, 2809, 2896, 2966, 4015, 4022, 2700, 107, 1067, 3943, 3657, 1627, 3011, 214]"
3278,"[2819, 249, 372, 443, 446, 728, 777, 778, 828, 861, 2700]"
3279,"[4569, 372, 443, 581, 777, 778, 986, 2284, 2635, 2699, 3982, 324]"
3280,"[2896, 5026, 289, 372, 373, 443, 576, 777, 778, 839, 4919]"
3281,"[1344, 2896, 372, 778, 1474, 1498, 1736, 1890, 2263, 3926, 214]"
3282,"[4569, 372, 443, 581, 777, 778, 2284, 2699, 2819, 2896, 5152, 1421, 214, 31, 895]"
